index,product,category,sub_category,brand,sale_price,market_price,type,rating,description,rating_clean
22398,Indian Tonic Water,Beverages,Energy & Soft Drinks,Schweppes,50.0,50.0,Soda & Cocktail Mix,4.2,"Schweppes Tonic Water, made with quinine and other ingredients, has a distinctive taste. Schweppes brings you finest quality mixers for your drinking pleasure, to be enjoyed with mocktails or as standalone soft drinks. 
Originated in 1783, Schweppes continues to be one of the premium mixer brands while everything is changing so fast. So go on, do yourself a favour and enjoy the crisp, refreshing bubbles while relaxing at home or on the go. It will be a ritual to look forward to.",4.2
22403,Filter Coffee Decoction,Beverages,Coffee,iD,60.0,60.0,Ground Coffee,4.2,"The coffee is plucked, roasted and ground before being drip-brewed the authentic way, and has no added preservatives, colour or artificial flavours. Just snip, pour, mix with whole milk, and enjoy the perfect cup of nostalgia, no matter where you are!There’s nothing like waking up to a freshly brewed cup of traditional filter coffee. The aromas are enough to remind you of home. After all, what’s not to love about authentic South Indian filter coffee? With our natural filter coffee decoction, everybody can brew perfection.",4.2
22423,This Cappuccino 3 In 1 Premix Instant Coffee,Beverages,Coffee,Continental,90.0,100.0,Instant Coffee,4.0,This is Cappuccino coffee is a delicious 3 in 1 coffee from Continental Coffee. Enjoy the cafe likes flavours in your comfort.,4.0
22496,Glucose Based Beverage Mix - Orange,Beverages,Fruit Juices & Drinks,Glucon-D,330.0,330.0,Syrups & Concentrates,4.4,"Summers can be daunting and especially when there's an enormous scorching sun always ready to drain out your energy and stop you from being the best of you. But thank god there is Glucon-D! Glucon-D contains glucose that helps replenish body glucose and fills you with the energy required to stay active. It is easily absorbed by the body, thus giving out an instant energy boost and refreshment.Enriched with Vitamin-C and Minerals, including Calcium and Phosphorus, this glucose drink helps charge you up to fight tiredness and promotes mental alertness. What's better? Added Orange flavour makes it loved by children as well as adults. Add Glucon-D to a glass of water every day to provide growing active children with the energy that keeps them going and adults, refreshment after a long day.",4.4
22547,"Protein Plus, Vanilla",Beverages,"Health Drink, Supplement",Horlicks,225.25,265.0,Men & Women,4.0,"Horlicks Protein+ Vanilla Flavour is a scientifically formulated daily nutrition drink for adults which helps support muscle mass and maintains strength over time. It is a blend of three high-quality proteins, namely: Whey, Soy and Casein. This triple protein blend provides fast and sustained release of amino acids over time. Horlicks Protein+ contains 3 times more protein than the leading Health Food Drink.",4.0
22576,"Nangrow Milk Drink For Children-  Creamy Vanilla, 2 to 5 years",Beverages,"Health Drink, Supplement",Nestle ,550.0,550.0,Children (2-5 Yrs),4.3,"Children these days can be truly anything! So when it comes to their growth, we want to give them everything. Try Nangrow, a nutritious milk drink in a delicious, creamy vanilla flavour for growing children aged 2-5 years.48% RDA protein, Vit D & Calcium help support normal physical growth and bone developmentDHA, iron & iodine help support normal brain & cognitive development*Vit. A-C, iron, zinc & selenium help support normal immune system functionHigh-quality whey protein for easy digestionDisclaimers +sucrose. Contains Naturally Occurring Sugars **basis Rda For A 4 To A 6-year-old Child – Icmr 2010 ++1 Scoop 4.78g Approx +++1 Serve Is 33.5g Nangrow In 210 Ml Water",4.3
22588,Apple - with No Added Sugar,Beverages,Fruit Juices & Drinks,Real Activ,209.52,270.0,Juices,4.1,Real Activ Apple is reconstituted 100% juice,4.1
22592,"Fruit Juice - Delight, Mixed Fruit",Beverages,Fruit Juices & Drinks,Tropicana,71.0,110.0,Juices,,"Enjoy the refreshing and delicious taste of mixed fruits!
A special 6-layer protection gives you the goodness of tasty, ready to serve fruit beverage in every glass of Tropicana.

Did You Know?
Fruits are an important part of a balanced daily diet and provide the body with nutrients which are good for healthy living.",
22619,Thandai Kesar Badam,Beverages,Fruit Juices & Drinks,Delight Foods,360.0,360.0,Syrups & Concentrates,4.7,"Invented by a famous Hakim back in 1890, our Thandai has 40% more Thandai Mixture (Badam, Elaichi, Saunf, Khus Khus, Tarbooz Ki Giri, Safed Mirch) made from only the freshest and the best quality ingredients. With the real feel of spice, our Thandai besides having great health benefits also has a blast of all-natural flavours. The Process: Premium quality ingredients are handpicked to prepare the Thandai Masala (Mixture of Badam, Elaichi, Saunf, Khus Khus, Watermelon Seeds & White Pepper). The content of this special masala is 40% more than what the industry uses! It is then mixed well in purified water along with fresh rose petal crush and pure saffron to give our Thandai its true original flavour. The Taste: Not too sweet.You feel the spice smoothly going down the throat 3. Natural flavours of all ingredients.The Uniqueness: 127-year-old recipe by a famous Hakim.Rich content, 40% more Thandai mixture.No artificial colours or flavours.Use of real fresh Rose Petals crushes.Premium quality Almonds and Saffron.The Test: The uniqueness of our Thandai can be tested by placing our Thandai next to any other Thandai bottle for 24 hours. You would discover that the water will be separated from the masala and settle at the bottom. You can easily make out that the solid content will form 75-80% of the bottle whereas the water will only be 20-25%. The industry average is between 40-50% of solid content only.Health Benefits: Almonds and Watermelon Seeds, Very energizing especially when mixed with milk.Fennel Seeds (Saunf) - Cooling and Refreshing.Rose petals, Poppy seeds (Khus Khus), White Pepper and Cardamom. Better digestion, cleansing and anti-oxidation Vegetarian.Best Before 6 Months from date of packing if sealed. 3 months from date of packing after opening. Keep refrigerated after opening.",4.7
22625,Juice - Lauki & Amla,Beverages,Fruit Juices & Drinks,Patanjali,200.0,200.0,Juices,,"Patanjali Lauki-Amla Juice has all the smart qualities of vegetables like Lauki and Amla. It is usually respected for ensuring good health with its high dietary content. It is established to have healing value that can cure many ailments such as urinary disorders, diabetes, aid weight loss and digestion.",
22642,Hot Chocolate Drink Powder Mix,Beverages,"Health Drink, Supplement",Cadbury,311.5,350.0,Men & Women,4.3,"Cadburys Drinking Chocolate is the perfect way to make milk enjoyable for your children. It has an authentic chocolate taste that is a joy to every tongue, old and young. 
A treat for all hot chocolate drink lovers, to be enjoyed with friends and family!",4.3
22659,Darjeeling Green Tea - Ahina Long Leaf,Beverages,Tea,Teamonk,385.0,550.0,Exotic & Flavoured Tea,1.0,"The state of being perfectly well in body, soul (mind, will and emotions) and spirit, is nothing but the feeling of being Whole; just like our Ahina Whole Leaf Green Tea. A completely non-fermented tea, the leaves remain whole until the time you brew it. Two leaves and a bud are picked by adept tea pluckers and carefully carried for processing. They are handled with gentleness and care to ensure their high quality is maintained. The resultant brew that flows into your cup is a smooth, gleaming tea that reflects the keen spirit of this special tea with a fresh, aromatic flavour.",1.0
22680,7+ Specialised Nutrition Drink Powder For Growing Children - Chocolate Flavour,Beverages,"Health Drink, Supplement",Pediasure,355.0,395.0,Kids (5+Yrs),4.3,"Nutrition for 7+ children: It is specialised nutrition for growing children (above 7 years of age) and provides complete, balanced nutrition*. A scientifically designed formula which contains high-quality protein along with goodness of oats, almonds and essential nutrients. It is a health drink that contains nutrients to support height gain, strength improvement and brain development. It contains 29 nutrients, with 7 nutrients meeting 100% RDA and 11 bone nutrients which help in bone strength and muscle mass. Contains Vitamin K, manganese and FOS which helps in increasing bone mineral density and absorption of calcium. Contact us on 1800-315-7173 or give a missed call at 1800 315 7747 for free counselling on Nutrition and related queries offered by our nutrition experts",4.3
22708,Mango Instant Drink Mix,Beverages,Fruit Juices & Drinks,Tang,246.0,270.0,Syrups & Concentrates,4.3,"Tang comes in refreshing Mango flavor. Keep everyone refreshed this summer with Tang and its great fruit taste with the goodness of vitamins A, B, C and Iron. A glass (approximately 180ml) of Tang gives your child 60% of Vitamin C required for the entire day.",4.3
22724,Tea - Natural Care,Beverages,Tea,3 Roses,200.0,200.0,Leaf & Dust Tea,4.2,"• 3Roses Natural Care is from the house of Brooke bond and the brand 3Roses.• 3 Roses Natural Care Tea contains the goodness of 5Natural Ingredients - Cardamom, Ginger, Tulsi, Mulethi & Ashwagandha, all of them extremely beneficial for your body as they enhance immunity while giving a unique flavor to the rich tea. Buy the 3 Roses Natural Care Tea in a 100 gm pack now!Disclaimers - • As per Ayurvedic texts and human studies on NK cell activity , the mix of Natural Ingredients in 3 Roses Natural Care tea helps protect from cold, cough and flu. Based on Market research studies done on 785 consumers. 3Roses Natural Care tea helps build immunity against common ailments. Contains added Natural flavors.Features & Benefits - • 3 Roses Natural Care contains Cardamom which helps in digestion• 3 Roses Natural Care contains Ginger which Helps protect from cough & cold• 3 Roses Natural Care contains Tulsi which helps build body resistance and Mulethi which helps soothe the throat• 3 Roses Natural Care contains Ashwagandha which helps cope with stress.• Also Available in 100g, 250g, 500g and 1kg packs Enhances Immunity",4.2
22738,"Festive Pack - Art Of India Collection, Pattachitra Painting, East",Beverages,Tea,Tata Tea Premium,279.0,279.0,Leaf & Dust Tea,4.4,"Tata Tea Premium is Desh Ki Chai, sourced solely from India, understands these varying taste preferences and hence our tea experts crafted a unique blended. Tata Tea lends support to folk art and Indian art through this new Festive art collection. Festive art of India collection is an ode to the rich and diverse cultural heritage. Now relish your favourite tea and admire exquisite art as you celebrate the festive season.",4.4
22777,Earl Grey Black Tea,Beverages,Tea,Emperia,159.0,159.0,Exotic & Flavoured Tea,4.4,"The Emperia Premium Tea range brings unique flavours to your tea. Our Earl Grey Tea is made with a combination of the best tea leaves and Bergamot that gives it a mild citrusy flavour. With added strands of cornflower and rose petals, this Earl Grey Tea is an uplifted and fragrant variation of the classic Earl Grey tea. Bergamot tea, commonly known as Earl Grey tea, is made by combining black tea and bergamot orange extract. It has been enjoyed worldwide for hundreds of years.",4.4
22786,Green Tea Scented With French Lavender,Beverages,Tea,Sprig Tea,149.0,149.0,Green Tea,3.0,"India's First 100% Soluble Green Tea. T.EA (Tasty. Easy. Active.) is a range of novel ‘Wellness Infusions’ featuring green tea and other beneficial natural ingredients. Using proprietary cold-crafting technology, fresh green tea leaves from select tea gardens are juiced and turned into powder within 4 hours of being plucked.
Tasty: You are literally consuming the refreshing juice of tender green tea leaves in a light beverage. Brewing or steeping dried leaves or teabags just does not compare. Easy: Open the sachet, empty the contents into a cup and add hot water. By eliminating the lengthy process of brewing and straining the leaves or disposing of the teabags, you can save both time and effort.
Active: Our technology is designed to optimally retain the nutrient value of our infusions by improving its bio-activity (effectiveness of the nutrients), and bio-availability (the body’s ability to absorb them).",3.0
22868,Superfood Elixir - Recover Turmeric,Beverages,Tea,VAHDAM,245.0,350.0,Tea Bags,5.0,"A master curation of a healthy potion, our Recover Superfood Elixir is a prized blend of Active Turmeric, Green Tea extracts, Matcha, and the honored herb - Ashwagandha. A perfect blend to begin your day with. Combined with the most coveted flavours of turmeric and black pepper, Recover Turmeric Superfood Elixirs is packed with health benefits.",5.0
22919,Organic Himalayan Long Leaf Green Tea - Pyramid Bags,Beverages,Tea,VAHDAM,157.5,225.0,Leaf & Dust Tea,4.1,"A mellow, rich and complex green tea expertly blended with prime harvest tea, which is sourced from the foothills of the mighty Himalayas. Discover a delectable flavour of sweet green and vegetal notes in every sip. It is smooth, healthy and delicious. It can be brewed hot and also, like ice tea.",4.1
22930,"Non-Alcoholic Beer Can - Beverage, Malt Flavour",Beverages,Energy & Soft Drinks,Barbican ,49.0,49.0,Non Alcoholic Drinks,,"Barbican is an alcohol-free beer with the refreshing soft and authentic taste of malt body resulting in brewing a great-tasting 0.0% alcohol beer. Barbican is made with the finest ingredients for a delicious taste. It's aromatic and the sparkling clean raspberry taste is perfect to refresh yourself in style. Popular among the youth, Barbican is one of the leading malt beverage brands in Saudi Arabia and is also produced in the UAE. It is a delicious and wonderfully refreshing malt beverage, as it is crafted with the finest ingredients. Along with being alcohol-free, easy to use and carry, it has a unique refreshing malt flavored and is very easy to use as it comes in a can.",
22945,Darjeeling Oolong Tea - Tapas,Beverages,Tea,Teamonk,262.5,525.0,Exotic & Flavoured Tea,,"When you nurture a leaf in the most intricate way possible so that what you get is a delicate, handcrafted tea with the best of its essence, you can call it nothing but penance. And what is a better name for this leaf tea than Tapas, its Sanskrit synonym. Two leaves and a bud are plucked from the choicest tea gardens in Darjeeling and carried for processing where it is only allowed partial oxidation. The result is a tea which proudly balances between the matured blacks and subtle greens.",
22948,Green Tea Scented With Sambac Jasmine,Beverages,Tea,Sprig Tea,149.0,149.0,Green Tea,2.9,"India's First 100% Soluble Green Tea. T.EA (Tasty. Easy. Active.) is a range of novel ‘Wellness Infusions’ featuring green tea and other beneficial natural ingredients. Using proprietary cold-crafting technology, fresh green tea leaves from select tea gardens are juiced and turned into powder within 4 hours of being plucked.
Tasty: You are literally consuming the refreshing juice of tender green tea leaves in a light beverage. Brewing or steeping dried leaves or teabags just does not compare. Easy: Open the sachet, empty the contents into a cup and add hot water. By eliminating the lengthy process of brewing and straining the leaves or disposing of the teabags, you can save both time and effort.
Active: Our technology is designed to optimally retain the nutrient value of our infusions by improving its bio-activity (effectiveness of the nutrients), and bio-availability (the body’s ability to absorb them).",2.9
22949,"Nutritional Supplement - Mama, Chocolate Flavour",Beverages,"Health Drink, Supplement",Protinex ,360.0,400.0,Men & Women,3.9,Mama Protinex has a combination of milk and soy protein along with essential nutrients that bridge the nutritional gap of pregnant women. A healthy mother and healthy baby is of prime importance for everyone involved and Mama Protinex should be an essential part of that effort.,3.9
22998,Soft Drink,Beverages,Energy & Soft Drinks,Thums Up,59.4,80.0,Cold Drinks,4.2,"Thums Up is one of the most popular soft drink brands from the house of Coca Cola. This fizzy drink creates a refreshing effect on a warm summer day. This sugary drink gives an instant sugar rush in the body which people perceive as an instant energy rush. The tingly tangy taste of the bubbles makes the drink quite appealing, as it creates a popping sensation in the mouth.",4.2
23021,"Lychee Ras, Litchi Juice",Beverages,Fruit Juices & Drinks,Paper Boat,20.0,20.0,Juices,,"Growing up, this scaly fruit fascinated all of us. A magic fruit that's hard from the outside but super soft on the inside, is a fruit but could easily pass for a dessert. Yup! That's Lychee for you! While the taste of lychee was hard not to love, peeling it was a total mood kill. Being the baby of the family we would get away with a lot of things and lychee-peeling ceremony was definetly one of them. 
 
Eating lychees while sitting around in our night suits post-dinner. Maa peeling at this tropical wonder with an extra fan (vintage, fished out from storage) pointed in our direction is how I shall forever remember childhood summers. The sweet, fleshy fruit still evokes that same sense of happy, lazy summer nostalgia in me. Thank God for juice though, no pleading about peeling necessary!",
23042,Organics Laxa Health Tea,Beverages,Tea,18 Herbs,280.0,280.0,Tea Bags,3.0,"18 Herbs Organics's Laxa Health Tea is a caffeine-free herbal infusion made from high quality, premium, Senna leaves packed in chemical-free biodegradable unique round tea bags for relief from constipation and general bowel cleansing.",3.0
23044,Nutrition & Health Drink Royale - Chocolate,Beverages,"Health Drink, Supplement",Complan,530.0,530.0,Kids (5+Yrs),4.2,"Complan is a scientifically developed nutrition and health drink with clinically proven formula to give kids’ 2 times faster growth. This milk protein-based formula also supports immune function, helps brain development & functioning. Serve Complan to your kid two times a day as part of their daily balanced diet and help your children grow 2 times faster. Available in 4 delicious flavours - Royale Chocolate, Creamy Classic, Kesar Badam and Pista Badam.Complan is a nutrition and health drink with clinically proven formula to deliver 2 times faster growthContains 100% First Class ProteinContains 34 Vital Nutrients Nutrients like Vitamin A, E &C supports immune functionNutrients like Iodine, Iron, Vitamin B12 and Folic Acid helps Brain development and itâ€™s functioningNutrients like Sodium , Potassium & Chloride maintains fluid balance in the bodyCan be consumed with milk or water",4.2
23057,Instant Coffee,Beverages,Coffee,Bru ,271.0,340.0,Instant Coffee,4.2,"BRU Instant Coffee was launched in 1968 and was Indias first coffee-chicory mix instant coffee. It is the perfect mix of 70% coffee and 30% chicory and is made from a fine blend of the choicest plantation and Robusta beans. These coffee beans are first roasted to perfection, then the new and enhanced process ensures that the fresh coffee aroma is preserved so that you get a rich coffee taste beyond compare. Bru Instant coffee can be used to make an aromatic cup of hot coffee as well as a refreshing glass of cold coffee. With Bru Instant, you can now discover a great coffee experience with your loved ones.  
ABOUT BRU  
A part of Hindustan Unilever Ltd. , BRU Coffee is Indias largest and favourite coffee brand that offers a wide variety of coffee products. Since 1968, BRU has been a pioneer in bringing the authentic taste of coffee to Indian consumers. The best coffee beans are selected from across innumerable coffee trails and are freshly roasted, to serve a great cup of rich, irresistible coffee. BRU has four distinct offerings - BRU Instant and BRU Gold in Instant coffee, BRU Green Label and BRU Select in Filter coffee. BRU-ed with love and blended with passion, BRU Coffee celebrates authenticity in coffee and relationships.",4.2
23129,Soft Drink - Lime Flavoured 2.25l+Mango drink 600ml,Beverages,Fruit Juices & Drinks,bb Combo,135.0,135.0,Cold Drinks,,"Sprite is a clear lime drink truly meant to quench your thirst & refresh you since 1999. Now, don't confuse thirst with anything else under the sky! It's not your agony aunt but just a drink that refreshes you. Be it summers or winters, Sprite will always keep you refreshed. It has true feelings for your thirst. Believe it! Its crisp lemon-lime taste makes you feel like you have just stepped out of a cold shower. Clear Hai? You can not drink this refreshing Sprite by just looking at the page so Buy Now!
Maaza, in India, is synonymous with the very spirit of mangoes. Enjoy the deliciously thick, sweet and delightful mango experience with a chilled glass of Maaza, a quality product of The Coca-Cola Company. Maaza, the indulging, ready-to-serve mango drink, is made from mango pulp and handpicked Alphonso. The drink is universally loved for its taste, colour, thickness, and wholesome properties. This deliciously authentic mango fruit drink is the mango lover's first choice and if you are one, sit back and open a Maaza to experience Aam ka Magic for yourself.",
23184,"Juice - Fruit Power, Cranberry",Beverages,Fruit Juices & Drinks,Real,206.0,230.0,Juices,,"Real Cranberry Fruit Power is the loved cranberry fruit beverage in the country. It has been well accepted as the most preferred base for many delightful mocktails (like cranberry fruit punch).Few things are as refreshing as a glassful of power packed Real Fruit Power Cranberry first thing in the morning. And the best part is, instead of running after your kids to get them to drink up, you’ll have a tough time keeping them away from it. Because rarely does something so healthy, taste so good!",
23207,"Instant Premix Tea - 3 In 1 Combo Pack With Masala,Ginger & Elaichi",Beverages,Tea,Wagh Bakri,150.0,150.0,Leaf & Dust Tea,4.3,"Masala (Spiced) Instant Tea premix has a refreshing aroma. To relish this amazing tea just add hot water to the premix and stir. Now we also have No Added Sugar variant available for our health conscious customers. Relish the taste of home-made tea anywhere and anytime! All you need is a cup of hot water and a sachet of instant tea premix. The premix comes in a range of flavours- Elaichi, Ginger and Masala.",4.3
23217,Complete & Balanced - Premium Chocolate,Beverages,"Health Drink, Supplement",Pediasure,1000.0,1090.0,Children (2-5 Yrs),4.1,"Pediasure premium chocolate is a most important moms care product and a complete and balanced nutrition diet for your small choosy eater. It is a strong blend of prebiotics and probiotics that make stronger your child's immunity. It is a systematically planned formula with 37 vital nutrients, which gives complete and balanced nutrition for children 2 years and above.",4.1
23218,Passionately Black Tea With Passion Fruit - Iced Tea,Beverages,Energy & Soft Drinks,Karma Kettle,300.0,300.0,"Icetea, Non Aerated Drink",,"Get ready to relax on a hammock. Passionately, our new signature Iced tea, brews to a beautiful amber colour and is loaded with fruity notes from passion fruit. You’ll be wanting more in no time!",
23220,Juice - Orange Oomph,Beverages,Fruit Juices & Drinks,B Natural,229.68,330.0,Juices,,"B Natural Mixed Fruit Juice is prepared with the greatest quality fruits to ensure consistency. It is prepared from the decency of Organic fruit. Experience the delicious taste of fruit beverages from ITC's B Natural juice packed with nutrition and freshness that will give you a delightful treat. The entire range of B Natural is crafted from Indian Fruits.  The entire range of B Natural is crafted from Indian Fruits and Not From Concentrate. The process of developing B Natural does not use the additional step of concentration, which involves heating of juice/pulp to remove water content, which may lead to loss of fruit nutrients in the form of antioxidants, like Vitamin C.",
23246,"Tea Bag - Green, Honey, Lemon",Beverages,Tea,WaghBakri,62.5,125.0,Green Tea,4.2,"WaghBakri's Green Tea is not just a regular cup of chai, we believe its therapy for your body. Wake up to a morning cup of hot Green Tea and feel the difference that it makes to your body. Awaken your senses one sip at a time with WaghBakri's Green Tea Bags in Honey Lemon Flavor. Green tea is produced when freshly plucked leaves are heated, rolled/cut and then dried. The Catechins in the fresh leaves are preserved during the green tea process, making green tea rich in Phenols and Antioxidants and your ideal go-to choice.",4.2
23301,Whey Protein - Malt Beverage Health Drink With Dha - Chocolate,Beverages,"Health Drink, Supplement",Amul Pro,140.0,175.0,Kids (5+Yrs),4.0,"Amul pro whey protein malt beverage with malt is the most excellent energy drinking which is been made from best healthy flours and natural grains. It also contains Whey Protein, which is measured as Complete Protein as it contains all the essential amino acids. It is easy to digest and provides fast nourishment to muscles.",4.0
23303,Slim Shake - Guava,Beverages,"Health Drink, Supplement",Kapiva Ayurveda,1800.0,1800.0,Men & Women,,"Kapiva Slim Shake is a low-calorie (~500KCal deficiency), high-protein, and high-fibre meal replacement to promote weight control. This slim shake satiates your hunger pangs and reduces your calorie intake. With a robust blend of 6 ayurvedic herbs, 7 superfoods, and 25 essential vitamins and minerals, it takes care of your nutrition better than any other meal! What’s more? The mouth-flavouring flavours like mango, coffee, guava, and chocolate will add colours to your weight management regimen.",
23332,Intense Cafe Coffee - Ready To Drink,Beverages,Fruit Juices & Drinks,Nescafe ,115.0,140.0,Juices,4.5,"Now indulge in your favourite, the tastiest cold coffee in this convenient on the go pack. Sip or shoot, it's your coffee! NESCAFE Intense brings out a delicious coffee indulgence with an invigorating kick of Cappuccino, perfect for those who enjoy their coffee strong. Discover this exciting range of Ready-to-Drink coffees from one of the world's biggest coffee brands, NESCAFE. This range of deliciously brewed cold coffees comes in a convenient ready to drink format in Intense Cafe and Chilled Latte flavours and tastes best when chilled.One of the world's most loved brands, NESCAFE has been making one of the world's most loved beverages, Coffee, for over six decades. Overall these years, NESCAFE has grown on the commitment to make your brew ever more delightful, for you to kick-start an adventure.",4.5
23344,Golden Milk Powder With Curcumin - Turmeric Mushroom Latte Mix Superfood,Beverages,Tea,VAHDAM,419.3,599.0,Exotic & Flavoured Tea,4.6,"A wholesome golden latte mix with the superfood benefits of turmeric and the calming, healing properties of Reishi mushroom. A flavourful latte mix, the earthy bitterness of turmeric and mushroom are neutralised and rounded-off by the sweet notes of natural stevia and the rich creamy flavour of premium Vanilla, resulting in a lusciously sweet and savory experience! Make the most of turmeric’s holistic medicinal value and the calming properties of Reishi mushroom with our revolutionary latte mix. Simply add this to your preferred variant of nut milk or low-fat milk to relish a creamy sweet cup of natural goodness.",4.6
23419,Leaf Tea - Navchetan,Beverages,Tea,Wagh Bakri,310.0,310.0,Leaf & Dust Tea,3.9,It is an ideal tea in the economy tea segment and is considered a good blend in comparison to local tea brands. It is hygienically packed to ensure safety. These Tea leaves are handpicked from select quality gardens that gives rich colour. Right blend that gives Strength and Aroma; that has been prepared by experienced tea tasters which also ensures more cuppage.,3.9
23438,Maaza Juice - Mango 1.5 L + Coca Cola Soft Drink 1.75 L Bottle,Beverages,Energy & Soft Drinks,bb Combo,165.0,165.0,Juices,,"Maaza, in India, is synonymous with the very spirit of mangoes. Enjoy the deliciously thick, sweet and a delightful mango experience with a chilled glass of Maaza, a quality product of The Coca-Cola Company. Maaza, the indulging, ready-to-serve mango drink, is made from mango pulp and handpicked Alphonso. The drink is universally loved for its taste, colour, thickness and wholesome properties. This deliciously authentic mango fruit drink is the mango lover's first choice and if you are one, sit back and open a Maaza to experience Aam ka Magic for yourself.It's delicious, uplifting and refreshing since 1886. Best known soft drink in the world, in India, Coca-Cola was the leading cola drink till 1977 and then it made a comeback in 1993. Coca-Cola has a taste that refreshes, for a rewardingly uplifting experience. While there's no one quite like you, there's a Coca-Cola for your uniqueness and style. Whether it be a Party Coca-Cola bottle, or a mini, or an ice-cold Diet Coke, or a Coca-Cola Zero sugar in a can, there's a refreshing way to enjoy your own! With Coca-Cola, try the Original Cola Refreshment that brings enjoyment and positivity with every sip.",
23479,Juice - Mixed Fruit Merry,Beverages,Fruit Juices & Drinks,B Natural,155.03,330.0,Juices,,"B Natural Mixed Fruit Juice is prepared with the greatest quality fruits to ensure consistency. It is prepared from the decency of Organic fruit. Experience the delicious taste of fruit beverages from ITC's B Natural juice packed with nutrition and freshness that will give you a delightful treat. The entire range of B Natural is crafted from Indian Fruits and Not From Concentrate. The process of developing B Natural does not use the additional step of concentration, which involves heating of juice/pulp to remove water content, which may lead to loss of fruit nutrients in the form of antioxidants, like Vitamin C.",
23681,Insta Pack - Orange,Beverages,Fruit Juices & Drinks,Rasna,125.0,135.0,Syrups & Concentrates,4.2,Fruit powder ready to make mix. No need to add sugar. Can be made in 5 seconds. Fortified with 21 vitamins minerals glucose,4.2
23688,Latte Coffee Cup,Beverages,Coffee,Nescafe ,25.0,25.0,Instant Coffee,4.2,"Now take your coffee experiences to the next level with Nescafe Latte Coffee Cup. A convenient coffee premix in convenient single-use sachets. It is perfect to use while travelling or while your at home. The premix ensures you get a great tasting cup every time. This coffee mix is an excellent way to kick start the day. It is easy to make without any hassle. Perfect for everyday use as a part of your balanced lifestyle. It does not contain any added preservatives, colour or artificial flavours.",4.2
23692,Organics Indian Turmeric Tea,Beverages,Tea,18 Herbs,345.0,345.0,Leaf & Dust Tea,1.0,"Organics Indian Turmeric Tea is a Herbal Infused tea prepared with India's superfood turmeric. It's a wholesome wellness drink a rich source of antioxidants that also helps to reduce inflammation, revitalizes the body and helps build immunity. It is infused with 4 super herbs namely Turmeric, Tulsi, Ginger and Black Pepper and certified by Ayush, Govt. of India.
18 Herbs Organics is a Madurai, South India, based wellness company focusing on research, development and manufacturing of organic health and beauty products. All our products are eco-friendly and sustainable by design. We choose our herbs from either our own organic farms or certified organic farms that are under our strict supervision.",1.0
23701,Irish Hazelnut Flavour - Premium Arabica Instant Coffee,Beverages,Coffee,Rage Coffee,349.0,349.0,Instant Coffee,4.0,"Turbocharge your day with Rage Coffee! The only instant coffee you’ll fall in love with instantly 100% natural plant-based vitamins blend 100% Arabica beans Proprietary small-batch crystallisation technology. Keeps you fuelled all day long enhanced athletic performance, heightened cognitive function & a sustained burst of energy.
Our beans are carefully selected & expertly roasted and crystallized to give you that caffeine kick, bold taste and great aroma that thousands of people have come to love! Why we created Rage Coffee? We love coffee and we were looking for a more intense kick without doing all the hard work of brewing that perfect cup and without a lot of caffeine. We spent over 6 months and developed 85 (maybe more) prototypes to hit the perfect formulation. We combined some of the most potent natural vitamins and herbal extracts, with the highest quality coffee beans are grown in Ethiopia to create the best coffee stack available on the market! The functioning of the brain is mainly dependant on the electrical activities that occur within the brain cells. Rage Coffee promotes healthy electrical activity in the brain, thereby leading to a well-coordinated brain function.
All-natural plant-based! Know the Science behind Rage Coffee Our proprietary formulation and small-batch crystallisation yields a bold coffee that is ready to help you seize the day. Rage Coffee’s blend of supplements sourced from plant extracts and natural compounds have been scientifically formulated to work synergistically with caffeine. It contains only the best ingredients that have undergone years of clinical studies.",4.0
23713,"Chocolate Flavour, BIB",Beverages,"Health Drink, Supplement",Ensure,295.0,295.0,Men & Women,4.2,"Ensure is a complete and balanced nutrition supplement for adults of the age group (45 +). It has a perfect blend of 32 vital nutrients. It is scientifically designed for adults to help them keep strong and healthy and also help to support recovery. Ensure enjoys the trust of adults and doctors in more than 90 countries around the world. 
Ensure provides complete and balanced nutrition
Help build bones
Help in Immunity
Supports digestive health
Help metabolism
Help in fluid and electrolyte balance
Provides Energy
Ensure is Nature Gluten Free
Not for use in Galactosemia and Lactose Intolerance",4.2
23716,"Cold Extracted Juice - Basics, Guava",Beverages,Fruit Juices & Drinks,Raw Pressery,200.0,400.0,"Unsweetened, Cold Press",3.7,Nostalgia from the Guava slice with a hint of chilli & squeezed lemon now bottled for your conveniece! Close your eyes and get a mouthful of our guava delightful!,3.7
